FeatureGroupIndex	FileName	MonoisotopicMass	AverageMass	StartRetentionTime(FWHM)	EndRetentionTime(FWHM)	HighestApexRetentionTime	MedianApexRetentionTime	FeatureGroupQuantity	AllAreaUnderTheCurve	SumIntensity	MinCharge	MaxCharge	ChargeCount	MostAbundantFeatureCharge	IsotopeCosineScore
0	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9106.356829	9111.983433	3818.626149	3856.262389	3830.008198	3830.008198	105532436609.577881	109866390806.872986	109866390877.873093	6	11	6	8	0.993801
1	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9107.345359	9112.971962	3882.939974	3921.170000	3905.870072	3905.870072	7804031486.483014	8833627155.570560	8833627213.570555	6	10	5	8	0.995386
2	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9107.333366	9112.959970	3955.158798	4024.585315	3977.291136	3981.233641	422292290.190668	452712533.393275	452712557.393275	7	10	4	8	0.972724
3	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7267.730178	7272.274609	3014.084184	3045.662649	3021.950657	3021.950657	60749354733.094482	64585910414.900108	64585910465.900032	5	9	5	7	0.997864
4	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7268.717876	7273.262307	3129.530375	3167.045286	3148.487213	3148.487213	193106928.093728	240530158.643535	240530172.643535	6	8	3	7	0.928635
5	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9106.347824	9111.974428	3668.868069	3756.637637	3684.840643	3688.147060	526710359.194051	551505586.039679	551505613.039679	7	10	4	8	0.942887
6	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7271.723209	7276.267640	2982.549429	3042.076921	3029.746326	2998.344762	323875506.695777	332144060.045385	332144085.045385	6	8	3	7	0.964554
7	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7328.783231	7333.352879	3204.154132	3242.568857	3229.992882	3229.992882	20335934640.011627	22112123782.228344	22112123848.228340	5	11	7	7	0.998129
8	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10345.974867	10352.432855	3269.649192	3314.589181	3302.781720	3302.781720	752391202.075939	781786295.754625	781786370.754625	7	13	7	12	0.998307
9	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9058.373543	9063.965204	3318.392999	3360.943764	3345.553124	3345.553124	23699841752.804745	26479851357.083504	26479851396.083523	6	8	3	7	0.998173
10	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6407.609402	6411.547113	2466.582807	2503.216870	2484.640301	2477.379017	39095823062.441597	44081319425.744881	44081319492.744942	5	11	7	8	0.997782
11	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11179.278417	11186.228652	2189.492008	2252.438426	2220.282202	2220.282202	16399069764.876041	17914374682.434891	17906193982.821774	8	24	17	15	0.996080
12	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9635.937844	9641.970273	2193.308629	2243.610825	2212.339834	2212.339834	1700920583.036587	2031224384.288798	2007896723.028651	7	16	10	14	0.993306
13	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12208.331339	12215.971705	2197.596408	2243.610825	2220.282202	2220.282202	1015509924.382018	1180391965.816076	1180392057.816075	12	21	10	17	0.982953
14	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10325.670360	10332.112493	2177.156458	2239.581814	2204.769107	2201.085867	603106382.069914	725972437.758300	713566755.909353	11	22	12	16	0.995964
15	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11277.254678	11284.255792	2193.308629	2252.438426	2227.954239	2226.104843	725312681.465810	802668513.623173	789528250.795438	8	18	11	14	0.992189
16	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11194.263455	11201.225313	2193.308629	2264.370126	2212.339834	2212.339834	383311815.465923	447871309.845308	324380106.245922	12	20	9	14	0.931419
17	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11202.262169	11209.224026	2177.156458	2252.438426	2227.954239	2220.282202	243277234.628362	272287806.057132	187738258.954523	11	19	9	14	0.875947
18	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12224.315976	12231.970434	2180.964135	2260.839753	2204.769107	2212.339834	258128380.241273	297253415.675564	293169495.911372	13	20	8	19	0.978614
19	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11106.222087	11113.132996	2185.309669	2256.689316	2224.255447	2220.282202	166290322.889513	193981020.373239	191061626.564825	13	21	9	17	0.962717
20	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11194.268064	11201.229922	2129.247383	2212.339834	2189.492008	2189.492008	143178841.496463	150184538.774011	148976715.140969	12	21	10	17	0.961940
21	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10341.660353	10348.118340	2173.239089	2260.839753	2201.085867	2204.769107	94207319.443881	112663925.508212	101896630.239971	14	21	8	15	0.943316
22	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12530.263215	12538.083467	2093.136300	2189.492008	2141.992622	2153.608153	116282970.838760	122609442.535590	121006576.855055	13	20	8	16	0.855181
23	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8630.005691	8635.363112	2168.987639	2235.616009	2189.492008	2193.308629	72353100.081669	83713824.688226	81734003.112044	7	14	8	13	0.952710
24	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11194.265963	11201.227820	2109.123069	2189.492008	2141.992622	2141.992622	36694361.746337	37190708.043325	29988586.981848	13	16	4	15	0.940384
25	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12540.273659	12548.105481	2141.992622	2208.541622	2189.492008	2180.964135	49187657.156485	49493041.609351	43269964.189581	14	19	6	16	0.937739
26	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9587.945639	9593.964212	2133.342006	2189.492008	2157.337614	2157.337614	23953972.247346	24111133.498383	22613505.532129	12	16	5	12	0.886869
27	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6406.731639	6410.669350	2165.480335	2264.370126	2212.339834	2197.596408	42220365.038625	45781643.835844	45781663.835844	6	10	5	10	0.922681
28	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7741.874730	7746.711822	2193.308629	2290.506650	2272.186129	2264.370126	16191784.082980	16191784.082980	15364722.655760	7	11	5	10	0.940198
29	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11207.265684	11214.227542	2224.255447	2332.741930	2252.438426	2260.839753	430199743.197585	454912673.780299	451628077.479796	11	22	12	16	0.993739
30	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11181.268420	11188.218654	2264.370126	2328.490798	2283.283451	2286.996509	338530581.968578	370577561.060638	367429213.119345	10	22	13	15	0.967154
31	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11208.272476	11215.234333	2252.438426	2372.261427	2307.708678	2307.708678	187436506.924960	200181744.138025	193188441.692633	11	20	10	16	0.963034
32	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11193.284012	11200.245869	2272.186129	2332.741930	2290.506650	2303.843184	167115883.711738	185329311.279977	179066169.396590	13	21	9	16	0.979692
33	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11279.285716	11286.286830	2286.996509	2356.029867	2319.545462	2315.219017	139769483.702820	159470697.620822	158306750.076796	12	20	9	15	0.958021
34	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10407.645835	10414.126788	2283.283451	2332.741930	2315.219017	2311.493255	72840380.921150	77695152.813155	75872947.643506	11	17	7	14	0.975820
35	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11193.273908	11200.235766	2247.918058	2290.506650	2272.186129	2272.186129	69414513.558484	69552584.366548	62545817.159249	13	20	8	17	0.910486
36	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7746.883485	7751.720577	2264.370126	2328.490798	2299.021441	2303.843184	21807078.569830	22860443.935885	22127709.375622	8	11	4	10	0.865858
37	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4307.203951	4309.903048	2272.186129	2303.843184	2286.996509	2290.506650	15799325.350373	15799325.350373	14764892.062628	5	7	3	6	0.943168
38	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10407.650166	10414.131118	2348.066325	2400.148732	2372.261427	2376.491559	116586002.094066	119448270.132990	117529651.611496	10	18	9	14	0.970986
39	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	5212.632575	5215.877671	2352.069062	2404.399855	2376.491559	2376.491559	34792398.695387	40289237.547921	36980256.260113	6	10	5	9	0.924067
40	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10391.658495	10398.139448	2423.765947	2492.021745	2451.470717	2447.560690	1147530659.892317	1317958482.599753	1291830861.363013	8	17	10	14	0.977294
41	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10407.671584	10414.152536	2419.778579	2499.649022	2440.026435	2447.560690	517307839.146232	575963113.410347	555751995.561143	11	16	6	13	0.959006
42	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	5195.872277	5199.103257	2431.601006	2470.152209	2451.470717	2447.560690	196300633.436279	215699278.903450	199828350.215551	7	10	4	9	0.965541
43	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9733.822400	9739.906647	3526.466045	3585.826694	3558.533019	3558.533019	18254720357.596687	19751389245.544514	19751389333.544521	6	12	7	8	0.999675
44	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9735.832016	9741.916264	3593.918043	3631.256784	3616.570244	3616.570244	1138492359.184452	1276775779.138714	1276775849.138713	7	13	7	9	0.985803
45	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7269.988672	7274.533104	3631.256784	3684.840643	3664.860407	3661.256625	40179132331.755821	43117290866.281647	43117290962.281624	5	14	10	7	0.998180
46	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7270.973421	7275.517852	3714.154520	3779.157761	3752.779067	3756.637637	1028580973.370434	1113043709.134089	1113043748.134087	6	12	7	7	0.984127
47	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10670.707211	10677.377064	2731.511893	2777.144751	2746.654689	2754.554381	448556963.667017	544051128.291757	544051186.291757	12	19	8	15	0.969709
48	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10677.519401	10684.189254	2679.745058	2731.511893	2699.948430	2703.708562	182012118.792241	187387813.684861	186166117.034229	12	18	7	14	0.966866
49	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9248.906978	9254.612792	2664.279999	2735.118473	2699.948430	2707.671567	69628285.664358	72700617.539553	70636356.628367	11	17	7	13	0.943018
50	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9185.951268	9191.617514	3322.205679	3365.094120	3338.192176	3338.192176	36151046248.323845	40986038221.652924	40986038338.652931	6	17	12	12	0.999008
51	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9170.294679	9175.960925	3310.517446	3369.054394	3338.192176	3340.078259	853688696.734770	1001611318.291149	966488520.724907	6	16	9	12	0.921832
52	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12876.933554	12884.980578	3449.791592	3526.466045	3479.847833	3483.814809	3272442747.844877	3662648057.017104	3643570091.738639	9	18	10	14	0.992040
53	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12860.912166	12868.938513	3449.791592	3526.466045	3479.847833	3483.814809	2300089232.867501	2561310953.095569	2489833947.874361	9	21	13	15	0.987589
54	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9186.947407	9192.613653	3442.002096	3507.015365	3475.936426	3475.936426	431288125.083482	494831946.325448	452470076.996357	10	16	7	13	0.948780
55	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12893.914776	12901.978174	3446.069911	3538.548735	3479.847833	3483.814809	526124018.001866	543674102.124775	516590985.170231	13	17	5	14	0.935355
56	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12718.892890	12726.825038	3460.534410	3530.470006	3483.814809	3483.814809	276928681.158474	293780894.067737	290527081.380233	16	21	6	19	0.888172
57	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14731.977093	14741.194198	3510.974779	3574.709296	3542.332465	3538.548735	316901168.596871	341287733.304760	338574167.890409	18	26	9	22	0.983546
58	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6353.940032	6357.843136	3460.534410	3518.249304	3479.847833	3479.847833	76677196.794238	87821006.030002	62399547.382875	8	10	3	10	0.871617
59	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4293.248193	4295.947291	3472.042586	3534.616134	3510.974779	3501.295260	7018189.097562	7018189.097562	1044657.117858	5	7	3	6	0.868002
60	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4238.393691	4241.067407	3464.215149	3534.616134	3510.974779	3507.015365	40005413.697734	41395549.228540	37774406.043561	5	7	3	6	0.874226
61	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21429.779663	21443.140830	3192.908336	3262.306163	3229.992882	3229.992882	33425727607.074200	35588581034.347984	35371574331.350945	12	31	20	23	0.992608
62	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21446.859656	21460.232400	3178.119013	3262.306163	3207.617400	3204.154132	2771709726.868622	3285836469.161725	3184711040.077907	15	25	11	23	0.988849
63	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21412.742600	21426.103768	3192.908336	3266.117473	3211.153314	3211.153314	1825899045.941646	1997875558.910565	1959216183.816187	17	28	12	22	0.953144
64	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21452.774918	21466.147662	3178.119013	3266.117473	3229.992882	3229.992882	1389393153.980267	1527547090.411993	1255743922.644318	15	27	13	22	0.944148
65	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	20489.319645	20502.134239	3163.179213	3218.660009	3189.238140	3189.238140	437490980.674088	478005008.804002	470933221.744646	15	23	9	21	0.956122
66	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11859.055575	11866.410539	4287.244656	4338.026603	4299.436075	4299.436075	41056062994.159607	43800476152.482826	43800476309.482910	7	17	11	13	0.999786
67	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8809.488947	8814.940212	2622.695512	2687.437400	2653.258904	2653.258904	290378558.133811	321185601.660317	321185650.660317	7	13	7	12	0.981100
68	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7702.897370	7707.697275	2319.545462	2352.069062	2340.899379	2340.899379	7797073795.674672	8410711364.934746	8410711433.934762	5	11	7	10	0.998203
69	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10687.725794	10694.407362	2731.511893	2773.252608	2754.554381	2754.554381	14773472036.417864	16599786753.679953	16599786895.679939	7	18	12	16	0.999808
70	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9204.335554	9210.013523	3818.626149	3856.262389	3830.008198	3830.008198	12768043408.594763	13272170828.475613	13272170876.475611	6	9	4	7	0.994269
71	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12646.598863	12654.492064	3886.418275	3950.982425	3921.170000	3921.170000	11562481886.582603	13178371460.237320	13157756728.302710	8	21	14	14	0.998989
72	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12662.591375	12670.498514	3859.995128	3955.158798	3905.870072	3901.923283	2977515314.858793	3238624047.307302	3040207884.029728	8	20	13	15	0.986868
73	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	15923.260534	15933.177743	3894.284375	3966.003043	3935.603087	3935.603087	1798085587.713555	2054309718.743651	2010646219.701612	15	22	8	19	0.988374
74	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	17520.303793	17531.279210	3856.262389	4021.131382	3931.760575	3935.603087	1130782796.463490	1220951236.889174	1193275629.938968	15	27	13	23	0.988058
75	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12744.578774	12752.553450	3905.870072	3947.523503	3921.170000	3922.956500	728354943.046665	769054504.186603	748947467.743187	8	14	7	13	0.983424
76	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9205.322181	9211.000149	3878.898001	3931.760575	3905.870072	3905.870072	843792027.181869	929935684.651547	880335455.715404	6	9	4	7	0.982613
77	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	17519.303179	17530.278596	3848.808795	3898.163719	3875.422151	3875.422151	428321236.429804	439545610.310477	424749484.827655	15	26	12	24	0.939562
78	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	15319.426119	15329.002692	3856.262389	3935.603087	3898.163719	3894.284375	455838369.453088	473263784.590689	452208547.149177	16	26	11	22	0.927690
79	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10198.338016	10204.718242	3878.898001	3966.003043	3931.760575	3935.603087	345150711.194242	352532239.736342	349132170.393416	7	12	6	10	0.959618
80	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12659.589437	12667.482638	3939.451424	4024.585315	3969.611483	3973.414664	368991786.027103	371809940.997313	368697310.751003	11	19	9	16	0.960810
81	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	15303.479933	15313.044839	3867.463640	3962.337056	3878.898001	3892.331572	402390899.259426	417260971.008318	404358632.781269	18	25	8	23	0.917451
82	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9499.162065	9505.090460	4012.637766	4086.378001	4059.534132	4043.908714	279213061.933679	309240314.705081	284518269.998876	12	15	4	12	0.927104
83	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	17503.292492	17514.256299	3878.898001	3966.003043	3931.760575	3931.760575	251852583.856876	260323150.226965	253363019.092949	23	26	4	25	0.884259
84	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12675.586994	12683.494134	3928.255616	4009.174888	3950.982425	3958.737806	167430144.794896	168171899.156713	165072384.713830	13	18	6	17	0.868747
85	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12962.239841	12970.326668	3852.447799	3894.284375	3871.475852	3871.475852	104196656.099255	104827954.819873	95410248.019145	18	22	5	21	0.919252
86	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4750.087378	4753.061245	3989.283997	4043.908714	4016.423505	4022.858349	63333585.985547	63333585.985547	62695697.199362	6	8	3	6	0.861442
87	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6393.871450	6397.809162	3867.463640	3962.337056	3898.163719	3911.883210	69135860.314347	70014854.062068	62990912.485816	8	10	3	10	0.867406
88	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9530.188022	9536.166524	4021.131382	4077.721384	4036.421688	4040.035288	34966791765.467461	38410563362.639091	38410563481.639137	7	16	10	13	0.997495
89	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	26214.330725	26230.708769	4150.103819	4222.303521	4173.469304	4173.469304	491723940.982712	554948160.104357	527606085.260998	24	35	12	31	0.926542
90	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	19876.657134	19889.034729	4124.192426	4214.739667	4142.577386	4173.469304	396005159.701078	422694200.355046	411597338.977591	23	35	13	28	0.924470
91	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9530.184225	9536.162726	4166.022790	4230.153014	4181.213749	4195.780607	275675640.159850	291139374.645283	281936782.817950	10	16	7	14	0.987041
92	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9543.200073	9549.192449	4093.725729	4222.303521	4177.330041	4175.399672	139503203.039957	145887331.743447	144513371.372183	11	14	4	12	0.852072
93	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21608.847909	21622.307695	3254.915266	3318.392999	3306.505082	3306.505082	371460192.132796	375997402.266392	364506003.961138	17	27	11	23	0.970099
94	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	15306.173050	15315.737956	3273.282557	3325.920708	3306.505082	3310.517446	78986314.264877	79731126.297108	77166530.699478	16	20	5	19	0.895797
95	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7862.888444	7867.791497	1467.433710	1508.144021	1483.497284	1483.497284	10167551387.170715	11075431217.684853	11075431326.684855	6	15	10	11	0.998516
96	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7862.884634	7867.787688	1688.761440	1730.885591	1710.896535	1710.896535	302190717.628080	453394559.961048	453394631.961047	6	12	7	12	0.996047
97	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7862.887842	7867.790896	1797.026357	1845.868091	1825.351340	1825.351340	10769341789.081896	11502577969.174025	11502578094.174006	6	16	11	12	0.998164
98	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7864.845579	7869.748633	1875.380362	1952.397182	1913.776624	1913.776624	425221871.679725	522760857.226855	522760910.226855	7	13	7	12	0.991061
99	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9221.002018	9226.696124	4390.792064	4463.622988	4413.565196	4417.783344	31243320399.631336	33618269598.238415	33618269700.238350	7	16	10	12	0.997982
100	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9220.992071	9226.686177	4497.364520	4647.561775	4567.099652	4575.077136	108982666.365078	113982024.143497	113982047.143497	10	14	5	11	0.937854
101	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7365.708686	7370.303920	2998.344762	3045.662649	3025.815070	3023.882863	4805489532.256825	5066781856.887953	5066781886.887953	5	7	3	6	0.997407
102	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7863.849182	7868.752235	1520.652076	1558.339807	1542.274495	1542.274495	101447123.379930	104227696.716189	104227734.716189	6	13	8	12	0.963998
103	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7864.883755	7869.786808	1554.116390	1600.363612	1570.461748	1570.461748	25407381.956775	25512240.085424	23261835.519648	7	10	4	9	0.895213
104	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	3932.441665	3934.825118	1527.600422	1603.984518	1566.807427	1570.461748	11441990.059995	11504032.633367	9615970.284490	4	8	4	6	0.918400
105	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7862.887385	7867.790438	1615.574420	1638.709337	1623.511084	1623.511084	7142380924.213272	7585985124.154871	7585985182.154865	6	10	5	10	0.998349
106	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7864.882060	7869.785113	1671.875792	1699.815082	1684.942147	1688.761440	28409707.935362	28488682.897083	28488696.897083	7	10	4	10	0.931569
107	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9318.978379	9324.816977	4387.167100	4470.821172	4409.561748	4421.922409	721011268.441281	778309332.512449	778309362.512449	7	11	5	11	0.958866
108	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7367.745703	7372.340938	3178.119013	3226.052644	3207.617400	3211.153314	364126868.167470	416104128.212031	393345345.394735	6	9	4	7	0.973053
109	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21184.713412	21197.936462	3178.119013	3218.660009	3196.376454	3200.158976	369217743.101024	400207241.104305	395063347.185247	17	27	11	22	0.907725
110	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	13565.447445	13573.911736	3148.487213	3229.992882	3174.218625	3181.786115	351163302.189313	368454065.971069	365143622.886186	14	21	8	17	0.963155
