FeatureGroupIndex	FileName	MonoisotopicMass	AverageMass	StartRetentionTime(FWHM)	EndRetentionTime(FWHM)	HighestApexRetentionTime	MedianApexRetentionTime	FeatureGroupQuantity	AllAreaUnderTheCurve	SumIntensity	MinCharge	MaxCharge	ChargeCount	MostAbundantFeatureCharge	IsotopeCosineScore
298	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9581.224597	9587.228831	2925.271850	2998.344762	2956.250310	2952.790366	162139331.256453	168351774.135327	159214263.044693	11	16	6	11	0.919867
299	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9753.949281	9760.056851	1596.548295	1646.982987	1615.574420	1615.574420	227071913.571432	274381091.973280	272888391.718365	8	18	11	14	0.958550
300	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6825.211684	6829.492084	1615.574420	1646.982987	1631.257627	1631.257627	105689979.692801	119044465.060879	116961132.634840	6	9	4	7	0.967973
301	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10267.430688	10273.849824	2804.888307	2875.876794	2837.145638	2837.145638	138309239.116308	140707491.962132	140707512.962132	10	14	5	12	0.889663
302	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14356.663011	14365.582451	3068.329583	3140.592295	3109.522528	3109.522528	3050652609.504306	3582255031.561193	3579137551.810699	12	25	14	20	0.998919
303	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14372.658008	14381.591021	3060.577718	3133.372859	3102.035047	3098.567149	1034144476.288438	1111819358.100349	1053703006.727045	12	27	16	21	0.975608
304	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14388.656576	14397.603650	3109.522528	3218.660009	3185.747621	3181.786115	450188968.599103	467471903.998126	457173444.480066	15	24	10	20	0.954035
305	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14384.655201	14393.588213	3064.764433	3181.786115	3113.386510	3113.386510	188191752.493233	190777732.027372	134810665.008528	14	24	11	23	0.891029
306	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	14387.652584	14396.599658	3049.135595	3133.372859	3090.742504	3087.230176	183696515.741754	185673647.818612	157410829.897076	15	26	12	20	0.967175
307	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8886.828909	8892.329144	1999.724569	2081.726921	2015.107029	2015.107029	152732339.649053	175118460.236074	175118501.236074	11	18	8	14	0.911002
308	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11425.203103	11432.291406	1995.602146	2042.288535	2011.047553	2011.047553	138327018.451649	152106543.627712	149251311.364057	15	23	9	19	0.950010
309	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10328.424495	10334.866628	2808.967021	2871.538342	2837.145638	2837.145638	338862802.261016	365276257.055206	365276299.055206	8	14	7	11	0.963455
310	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9583.233475	9589.237708	2804.888307	2860.495269	2829.298364	2829.298364	77655610.390722	80731399.113734	79061895.414257	11	14	4	12	0.871306
311	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8907.807292	8913.319332	2638.178574	2711.780355	2671.870068	2668.061703	205952200.902735	245025005.867315	245025052.867315	11	16	6	14	0.971010
312	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	21412.763933	21426.125100	3251.083080	3310.517446	3277.229384	3277.229384	662824914.304466	704183610.296941	704183710.296942	16	29	14	24	0.963310
313	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9129.332354	9134.972694	3890.378769	3931.760575	3905.870072	3905.870072	260233735.043115	267430703.757658	267430727.757658	6	8	3	7	0.975342
314	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8899.828830	8905.340870	2150.016280	2208.541622	2180.964135	2180.964135	21249312.557007	21561796.199790	19187478.117202	10	16	7	15	0.885518
315	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4445.172331	4447.956939	2137.892633	2208.541622	2197.596408	2193.308629	31037192.784916	32419559.629562	30818224.911705	5	8	4	6	0.909180
316	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8869.835434	8875.335669	2272.186129	2332.741930	2283.283451	2290.506650	17318880.854743	18494157.944106	18494173.944106	14	17	4	14	0.895035
317	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7960.865668	7965.817506	1471.137587	1495.895434	1483.497284	1483.497284	1070028226.194257	1153749789.622650	1153749838.622650	6	10	5	7	0.998280
318	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7960.864888	7965.816726	1684.942147	1742.867244	1710.896535	1710.896535	43527625.345389	47273007.689203	47273035.689203	6	11	6	7	0.948973
319	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6251.594804	6255.444796	940.924938	983.410844	964.094593	960.228925	1063708.258961	1087985.540467	1088007.540467	8	13	6	11	0.955014
320	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6251.596016	6255.446008	975.695729	1010.469859	994.996468	994.996468	3180513.934285	3466986.624263	3467019.624263	8	13	6	11	0.987520
321	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4376.434812	4379.180201	944.782142	1010.469859	987.271642	989.203609	662376.193359	662376.193359	662386.193359	5	8	4	7	0.921041
322	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6251.600284	6255.450276	1002.736126	1033.525912	1021.898117	1021.898117	1606519459.128260	1981548973.525687	1981549059.525687	5	13	9	10	0.997082
323	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7459.307354	7463.941667	1080.652858	1185.005228	1107.906177	1111.780922	125964252.404379	144499341.384372	144279982.502061	6	16	11	12	0.980070
324	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8595.698270	8601.006102	1134.904675	1173.569697	1150.288217	1153.749066	28176581.183388	35749078.015113	35079441.255104	9	18	10	12	0.938529
325	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8380.676905	8385.858626	1104.025334	1164.941011	1131.034353	1131.034353	15603133.898741	17549395.363176	17549463.363176	9	18	10	13	0.981633
326	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6252.587617	6256.437609	1200.305744	1387.951653	1261.590501	1250.150666	16948330.148841	17447789.014328	17447826.014328	8	14	7	10	0.945041
327	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	17106.874205	17117.496183	3867.463640	3931.760575	3894.284375	3894.284375	1693634713.831031	1934284487.770282	1819920793.195589	15	28	14	20	0.987845
328	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10669.727446	10676.397298	2793.227289	2871.538342	2829.298364	2833.185221	94573056.845253	94573056.845253	94573080.845253	14	18	5	16	0.902106
329	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	13109.142659	13117.317920	2937.180686	2994.747313	2956.250310	2960.172077	652793990.953488	788278725.459267	788278779.459268	11	17	7	14	0.976908
330	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7283.719662	7288.264094	2909.870022	2990.507561	2941.082109	2945.046709	399396800.837653	422789654.965931	418268723.771159	5	9	5	7	0.976818
331	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7289.711224	7294.267282	2998.344762	3053.351766	3033.525442	3025.815070	2880758229.268374	3180408169.012100	2834798047.705347	5	10	6	7	0.968723
332	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7283.719760	7288.264191	2990.507561	3049.135595	3018.229065	3018.229065	1486906144.138421	1701176199.797716	1546804723.536234	6	9	4	7	0.944878
333	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	11096.440289	11103.351197	2638.178574	2695.861837	2675.565576	2679.745058	98126068.597292	102964460.242794	102964484.242794	12	17	6	15	0.934851
334	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8879.784875	8885.285110	2641.895810	2691.875842	2668.061703	2668.061703	68872698.410077	72672590.247969	70130817.306109	12	17	6	15	0.881936
335	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9129.790067	9135.430407	1607.454344	1651.080153	1627.323821	1623.511084	817950064.565469	968587607.222992	966258723.761519	9	17	9	13	0.995055
336	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7832.866892	7837.743894	1607.454344	1646.982987	1620.052364	1623.511084	43653977.370556	47035382.749523	45384088.205729	8	11	4	11	0.939762
337	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9970.869010	9977.123353	1607.454344	1659.404322	1631.257627	1627.323821	40010147.255228	43616515.205518	42750940.011248	10	15	6	12	0.899944
338	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9200.949456	9206.627424	3254.915266	3318.392999	3298.224819	3290.376022	112604430.876756	113222405.186876	113222437.186876	11	16	6	13	0.922872
339	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9201.942878	9207.620846	3306.505082	3372.755337	3338.192176	3338.192176	5486344108.292409	6591337218.092204	6591337321.092197	7	16	10	12	0.995626
340	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10719.714719	10726.410486	2492.021745	2550.864815	2522.840316	2522.840316	451995391.196990	485388430.736166	485388503.736166	11	19	9	16	0.994626
341	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8940.801072	8946.339169	2645.464052	2691.875842	2675.565576	2668.061703	831761431.765692	1029966722.739910	1029966805.739910	7	17	11	12	0.997132
342	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8952.805387	8958.343483	2679.745058	2735.118473	2707.671567	2703.708562	88907534.451264	91993469.767353	91993510.767353	10	17	8	13	0.964191
343	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12995.411294	13003.526122	2735.118473	2781.655110	2761.564332	2761.564332	5162815655.799134	5699389310.885571	5691339779.053730	8	20	13	18	0.996943
344	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10703.718741	10710.400309	2727.992738	2773.252608	2738.927386	2738.927386	2061554206.266113	2475833046.487910	2439877336.724484	8	18	11	16	0.999561
345	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10789.356782	10796.092129	2630.273020	2653.258904	2641.895810	2641.895810	2035191002.943018	2224135868.203473	2224135942.203474	7	12	6	9	0.998514
346	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7268.591761	7273.136193	3113.386510	3129.530375	3121.076305	3121.076305	685985387.406902	689976549.153904	689976572.153904	6	8	3	7	0.993486
347	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7963.903836	7968.867435	1766.377763	1800.938730	1778.443332	1778.443332	14574718.368164	14574718.368164	14574741.368164	7	13	7	10	0.949882
348	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6544.564060	6548.580136	3627.685300	3646.730694	3638.733681	3638.733681	1191960879.623462	1320126858.810759	1320126886.810759	6	9	4	7	0.992518
349	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9138.337235	9143.991751	3710.705201	3767.734621	3741.026085	3741.026085	589535055.055997	625214023.411875	625214048.411875	7	9	3	8	0.965634
350	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9144.317578	9149.972095	3813.951687	3856.262389	3830.008198	3830.008198	2483683336.343884	2828311105.405689	2828311140.405691	6	8	3	7	0.980739
351	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9146.306126	9151.960642	3875.422151	3924.742999	3905.870072	3905.870072	153750572.253476	156778619.840595	156778636.840595	6	8	3	8	0.939943
352	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10596.419137	10603.013479	3721.877883	3764.227995	3745.321297	3745.321297	2118108704.206021	2354696193.480195	2341591572.490335	7	15	9	12	0.997604
353	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	19066.196710	19078.072658	3706.844539	3790.911600	3760.552160	3756.637637	729224983.946617	788977315.524134	774202433.879102	22	31	10	24	0.966451
354	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8348.669437	8353.839522	1384.119211	1435.939307	1403.585884	1409.005249	260336089.429902	296348564.726351	293337110.934585	10	17	8	13	0.989745
355	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.881424	7883.784477	1384.119211	1439.435843	1431.114634	1403.585884	159679188.093424	164659463.492795	161618901.881229	7	13	7	11	0.952761
356	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.882935	7883.785988	1471.137587	1504.215929	1475.955250	1475.955250	1306476385.623215	1518289637.933771	1507809889.864159	6	13	8	11	0.997313
357	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	13947.507545	13956.202780	1495.895434	1554.116390	1520.652076	1524.111472	639079464.564380	761114389.056947	760292657.894662	14	28	15	20	0.997401
358	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.884653	7883.787706	1504.215929	1531.502116	1508.144021	1508.144021	583111576.381210	704823136.173265	703457823.008018	6	12	7	11	0.993753
359	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7894.877166	7899.794007	1463.620112	1550.103614	1524.111472	1524.111472	179612294.026536	197887454.179363	165098455.998788	6	13	8	12	0.964886
360	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7898.801095	7903.717936	1459.717003	1511.645083	1487.303806	1483.497284	206126294.393062	229103070.079388	214018353.656556	6	13	8	7	0.851588
361	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7886.871603	7891.774656	1467.433710	1516.010189	1483.497284	1483.497284	146101058.768540	156806125.213827	114923107.107125	6	9	4	8	0.908945
362	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7890.881289	7895.798130	1471.137587	1542.274495	1511.645083	1511.645083	100859330.910309	109342943.670182	67535636.711213	6	13	8	11	0.855861
363	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7877.886408	7882.789462	1531.502116	1600.363612	1570.461748	1563.101699	133257729.096859	135342459.081002	132249932.490382	7	14	8	12	0.957275
364	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7162.600110	7167.082263	1554.116390	1600.363612	1577.897581	1577.897581	94744100.551098	107158252.879666	105977358.539770	7	11	5	10	0.992888
365	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.894789	7883.797843	1612.083985	1638.709337	1620.052364	1620.052364	1364525192.715281	1677887171.726694	1654551955.895797	6	13	8	11	0.997786
366	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7887.910623	7892.827464	1607.454344	1654.956570	1631.257627	1623.511084	156900227.928220	172414263.182835	121934404.804222	6	12	7	7	0.896347
367	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7895.880855	7900.797696	1714.930083	1766.377763	1730.885591	1730.885591	204158739.590795	242354342.218819	196005040.956465	6	16	11	13	0.988875
368	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7891.872214	7896.789055	1659.404322	1730.885591	1664.231099	1671.875792	285802154.213095	308494550.232314	308169278.310778	6	14	9	7	0.972106
369	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.886980	7883.790033	1671.875792	1734.705059	1699.815082	1699.815082	135324225.206042	154440297.993021	153038568.697295	7	16	10	11	0.985892
370	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7895.871205	7900.788046	1692.439487	1730.885591	1703.291028	1707.099603	79173895.107795	83822402.595614	79411498.727874	6	13	8	11	0.975112
371	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8562.685037	8567.981426	1667.859551	1734.705059	1707.099603	1699.815082	44939460.108995	47421493.742903	44585971.920565	9	14	6	11	0.976025
372	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8491.036846	8496.294191	1703.291028	1778.443332	1727.074375	1727.074375	26883448.007427	30773154.795301	29880249.441618	11	15	5	14	0.963391
373	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7907.918698	7912.835539	1642.228163	1727.074375	1684.942147	1688.761440	53138238.297793	54138309.306833	53125325.771131	7	14	8	10	0.932773
374	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7845.883131	7850.771934	1684.942147	1762.562199	1723.348390	1714.930083	38797588.228648	41464034.733779	41464085.733779	9	16	8	11	0.970524
375	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.882943	7883.785997	1719.706744	1753.852781	1739.368696	1739.368696	423989578.497754	508741863.270740	508741921.270741	6	15	10	10	0.977473
376	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.882499	7883.785552	1797.026357	1850.321565	1817.746079	1821.474342	1227339068.192597	1467275215.900362	1411849482.163533	6	13	8	12	0.996058
377	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7886.880702	7891.783756	1793.250378	1854.953857	1825.351340	1825.351340	139586105.698114	156664556.218182	87672781.568255	6	13	8	12	0.865350
378	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8475.039726	8480.285483	1771.013635	1821.474342	1797.026357	1797.026357	246604878.641571	276544066.218654	254692959.762133	7	16	10	13	0.996173
379	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7891.884797	7896.801638	1809.633501	1884.207288	1858.740763	1858.740763	174593203.275791	183303657.701372	182690247.945346	7	15	9	11	0.989390
380	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7878.889297	7883.792350	1875.380362	1948.904755	1899.233579	1900.966823	142921902.982537	161665090.910432	160407691.216000	10	14	5	11	0.975300
381	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7910.843798	7915.760639	1782.125549	1850.321565	1809.633501	1809.633501	99636557.317186	117743630.843990	115323240.307774	10	15	6	11	0.968671
382	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7894.463343	7899.380184	1789.585355	1858.740763	1825.351340	1821.474342	61553523.596877	66736047.625343	44204771.059811	7	13	6	7	0.889743
383	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7890.884492	7895.801333	1863.236497	1925.233994	1899.233579	1879.867473	68544921.123134	70102575.390478	69542911.178196	9	14	6	13	0.963358
384	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	4238.614057	4241.287773	1782.125549	1805.465764	1797.026357	1797.026357	6139536.982881	6302587.383813	1810717.156447	4	8	4	8	0.854314
385	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7299.714233	7304.270290	2937.180686	3005.918921	2975.122079	2975.122079	271875724.575593	299433412.101495	294737314.850672	6	9	4	7	0.966293
386	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8212.264482	8217.355814	2941.082109	3005.918921	2990.507561	2990.507561	259333691.019507	266773587.582831	264412644.203212	6	9	4	7	0.984027
387	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	7305.689452	7310.245510	3014.084184	3060.577718	3029.746326	3021.950657	2003277983.350645	2240282728.497394	2240282773.497392	5	10	6	7	0.964756
388	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6423.604803	6427.556128	1925.233994	1960.457110	1944.607064	1944.607064	2904170962.867902	3237936747.621218	3237936804.621217	5	11	7	8	0.997496
389	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6423.605155	6427.556479	2058.028620	2105.193639	2077.765057	2077.765057	2816399586.337516	3561348804.883758	3561348872.883759	5	12	8	8	0.997587
390	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6430.702075	6434.653400	2455.255754	2535.386559	2488.409653	2484.640301	874482178.852012	956921508.673298	668777515.432789	5	11	6	7	0.901479
391	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6422.598641	6426.549965	2431.601006	2515.161256	2473.745586	2473.745586	625793784.862302	746734373.875436	687370109.004935	5	11	7	8	0.970765
392	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6436.605427	6440.556752	2466.582807	2563.470775	2503.216870	2503.216870	581637913.854251	603435435.590500	317521894.936976	6	13	8	8	0.987202
393	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	8850.813115	8856.299534	2531.041036	2585.854647	2543.459874	2546.971077	524288902.143997	561914851.336104	550526876.282104	7	17	11	14	0.995617
394	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	3219.084355	3221.065785	2466.582807	2554.449815	2499.649022	2507.517336	37499553.547980	38282197.027835	10471895.725435	3	5	3	5	0.907916
395	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6421.608066	6425.559390	2499.649022	2554.449815	2535.386559	2533.213798	54495108.726369	58187993.663382	58188003.663382	6	10	5	8	0.869107
396	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9749.814073	9755.921643	3383.707366	3449.791592	3422.387338	3418.467056	231598087.925205	235700173.673554	235700198.673554	7	10	4	8	0.968025
397	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9748.808420	9754.915990	3438.277151	3464.215149	3446.069911	3446.069911	51778805.262535	51778805.262535	51778814.262535	7	10	4	9	0.868006
398	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9749.818099	9755.925670	3456.902253	3507.015365	3492.065017	3492.065017	2743692146.491967	3493447795.207129	3493447853.207128	6	11	6	8	0.997981
399	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9754.808133	9760.915704	3530.470006	3582.143812	3554.058549	3558.533019	781790661.156864	904546399.537064	879333226.226039	6	10	5	7	0.965066
400	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9761.814760	9767.922331	3550.058419	3616.570244	3582.143812	3585.826694	281382344.661021	308920736.240662	306832809.065942	6	10	5	8	0.990308
401	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9266.685659	9272.403174	5312.291404	5371.120352	5326.901789	5326.901789	4342298335.692199	4772504920.545254	4598301178.187453	6	11	6	10	0.997846
402	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	13474.112356	13482.515257	5285.225067	5348.295675	5323.428557	5319.561764	735327138.310755	845461470.526277	841010901.091774	10	19	10	15	0.993784
403	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12199.490096	12207.130462	6281.341821	6324.638483	6304.617530	6304.617530	1097522735.535587	1206381999.020450	1191192390.556352	9	14	6	12	0.997182
404	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12213.513183	12221.167641	6281.341821	6324.638483	6301.121026	6301.121026	393795961.533181	412777582.173196	399571442.392807	9	15	7	12	0.978672
405	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	12228.483961	12236.138420	6242.486773	6315.790917	6296.911256	6299.016141	82610331.770963	85874547.368162	85874575.368162	10	13	4	13	0.884462
406	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	6422.599924	6426.551249	2193.308629	2256.689316	2227.954239	2227.954239	85299866.973795	96190186.342765	96190201.342765	7	9	3	8	0.902999
407	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	9970.882846	9977.137189	1538.732663	1592.321878	1570.461748	1570.461748	2063119867.669965	2324507049.810406	2324507180.810408	7	16	10	13	0.998517
408	/Users/jeek/Documents/A4B/FDQ/spike-in/20220414_Ecoli_ProtMix_A_R1.mzML	10309.680111	10316.110748	2344.408927	2408.112249	2376.491559	2376.491559	2564482425.259297	2972971144.973905	2931877173.756479	10	22	13	16	0.998453
